Geneid	Chr	Start	End	Strand	Length	CRISPR_one	CRISPR_three	CRISPR_two	control_one	control_three	control_two
ENSG00000287140	.	.	.	.	.	0	0	0	0	0	0
CHL1	.	.	.	.	.	2	0	2	0	2	0
RNU6-1194P	.	.	.	.	.	0	0	0	0	0	0
RPS8P6	.	.	.	.	.	0	0	0	0	0	0
CHL1-AS1	.	.	.	.	.	0	0	0	0	0	0
ENSG00000300434	.	.	.	.	.	0	0	0	0	0	0
ENSG00000303063	.	.	.	.	.	0	0	0	0	0	0
ENSG00000287505	.	.	.	.	.	0	0	0	0	0	0
LINC01266	.	.	.	.	.	2	6	133	0	0	0
RPSAP32	.	.	.	.	.	0	0	0	0	0	0
ENSG00000224239	.	.	.	.	.	0	0	12	0	0	0
ENSG00000235158	.	.	.	.	.	0	0	91	0	0	0
RN7SL120P	.	.	.	.	.	0	0	4	0	0	0
CNTN6	.	.	.	.	.	4	2	876	0	0	2
ENSG00000296391	.	.	.	.	.	0	0	8	0	0	0
CRB3P1	.	.	.	.	.	0	0	4	0	0	0
ENSG00000301819	.	.	.	.	.	0	0	0	0	0	0
ENSG00000310197	.	.	.	.	.	0	0	0	0	0	0
RPL23AP38	.	.	.	.	.	0	0	0	0	0	0
RPL23AP39	.	.	.	.	.	0	0	0	0	0	0
RPL21P17	.	.	.	.	.	0	0	1	0	0	0
ENSG00000225044	.	.	.	.	.	0	0	0	0	0	0
ENSG00000302892	.	.	.	.	.	0	0	0	0	0	0
RN7SKP144	.	.	.	.	.	0	0	0	0	0	0
ENSG00000288831	.	.	.	.	.	0	0	0	0	0	0
CNTN4	.	.	.	.	.	2	1	2	0	0	0
CNTN4-AS2	.	.	.	.	.	0	0	0	0	0	0
ENSG00000286363	.	.	.	.	.	0	0	0	0	0	0
HINT2P1	.	.	.	.	.	0	0	0	0	0	0
ENSG00000304286	.	.	.	.	.	0	0	0	0	0	0
ENSG00000304268	.	.	.	.	.	0	0	0	0	0	0
DNAJC19P4	.	.	.	.	.	0	0	0	0	0	0
CNTN4-AS1	.	.	.	.	.	0	0	0	0	0	0
IL5RA	.	.	.	.	.	0	0	0	0	1	0
ENSG00000253049	.	.	.	.	.	0	0	0	0	0	0
TRNT1	.	.	.	.	.	319	307	435	357	379	313
CRBN	.	.	.	.	.	168	159	255	325	303	372
ENSG00000302363	.	.	.	.	.	0	1	2	2	0	0
ENSG00000223727	.	.	.	.	.	0	0	0	0	0	0
ENSG00000305560	.	.	.	.	.	0	0	0	0	0	0
SUMF1	.	.	.	.	.	485	209	555	937	1015	851
LRRN1	.	.	.	.	.	4	0	0	0	2	0
ENSG00000287720	.	.	.	.	.	1	1	1	0	0	3
PNPT1P1	.	.	.	.	.	1	5	0	1	5	3
ENSG00000286579	.	.	.	.	.	2	2	3	2	6	4
ENSG00000293978	.	.	.	.	.	1	0	2	3	0	0
SETMAR	.	.	.	.	.	92	62	130	171	196	175
MRPS10P2	.	.	.	.	.	0	0	0	1	0	0
ENSG00000307446	.	.	.	.	.	2	1	0	0	2	0
ITPR1-DT	.	.	.	.	.	8	0	6	2	4	2
ITPR1	.	.	.	.	.	183	108	210	115	140	108
EGOT	.	.	.	.	.	2	0	0	0	0	0
ENSG00000275981	.	.	.	.	.	0	2	0	0	0	0
ENSG00000235978	.	.	.	.	.	2	0	1	7	3	3
ENSG00000304138	.	.	.	.	.	0	0	0	0	0	0
ENSG00000304112	.	.	.	.	.	0	0	0	0	0	0
BHLHE40-AS1	.	.	.	.	.	10	5	4	20	17	29
ENSG00000306006	.	.	.	.	.	0	0	0	0	0	0
BHLHE40	.	.	.	.	.	525	419	750	1869	1784	1641
ENSG00000306045	.	.	.	.	.	3	3	0	1	2	0
ENSG00000305983	.	.	.	.	.	3	10	10	26	27	36
ENSG00000306027	.	.	.	.	.	1	1	6	0	1	7
RNF10P1	.	.	.	.	.	0	0	0	0	0	0
UBTFL8	.	.	.	.	.	0	0	0	0	0	0
CD24P5	.	.	.	.	.	0	0	0	0	0	0
ARL8B	.	.	.	.	.	1131	1373	1620	1918	1717	1760
ENSG00000233912	.	.	.	.	.	25	16	7	14	25	13
EDEM1	.	.	.	.	.	1454	1410	2205	2691	2620	2096
MIR4790	.	.	.	.	.	0	0	0	0	0	0
RN7SL553P	.	.	.	.	.	0	0	0	0	0	0
ENSG00000230944	.	.	.	.	.	0	0	1	0	0	0
ENSG00000304682	.	.	.	.	.	0	0	0	0	0	0
ENSG00000304704	.	.	.	.	.	0	0	0	0	0	0
ENSG00000229642	.	.	.	.	.	0	0	6	2	0	0
ENSG00000301539	.	.	.	.	.	0	0	0	0	0	0
ENSG00000301493	.	.	.	.	.	0	0	0	0	0	0
ENSG00000301518	.	.	.	.	.	0	0	0	0	0	0
ENSG00000226022	.	.	.	.	.	0	0	0	0	0	0
MTARC2P1	.	.	.	.	.	0	0	1	0	0	0
ENSG00000189229	.	.	.	.	.	0	0	8	2	0	0
GRM7-AS3	.	.	.	.	.	0	0	0	2	0	0
YWHAQP10	.	.	.	.	.	0	0	0	0	0	0
GRM7	.	.	.	.	.	0	0	0	0	0	0
MRPS36P1	.	.	.	.	.	0	0	0	0	0	0
ENSG00000305700	.	.	.	.	.	0	0	0	0	0	0
GRM7-AS2	.	.	.	.	.	0	0	0	0	0	0
ENSG00000308972	.	.	.	.	.	0	0	0	0	0	0
ENSG00000288030	.	.	.	.	.	0	0	0	0	0	0
GRM7-AS1	.	.	.	.	.	0	0	0	0	0	0
ENSG00000270207	.	.	.	.	.	0	0	0	2	0	0
ENSG00000301044	.	.	.	.	.	0	0	0	0	0	0
ENSG00000296944	.	.	.	.	.	0	0	0	0	0	0
LMCD1-AS1	.	.	.	.	.	2	0	2	4	16	1
ENSG00000228351	.	.	.	.	.	0	0	0	0	0	0
ENSG00000231401	.	.	.	.	.	0	0	1	2	3	0
RNU4ATAC17P	.	.	.	.	.	0	0	0	0	0	0
ENSG00000303373	.	.	.	.	.	0	0	0	0	0	0
LMCD1	.	.	.	.	.	35	23	29	168	289	127
SSUH2	.	.	.	.	.	2	4	1	1	0	0
ENSG00000295426	.	.	.	.	.	0	2	0	0	0	0
ENSG00000306965	.	.	.	.	.	0	0	0	0	0	0
ENSG00000291007	.	.	.	.	.	0	0	2	0	2	0
OR7E122P	.	.	.	.	.	0	0	0	0	0	0
CAV3	.	.	.	.	.	2	2	1	0	2	0
OXTR	.	.	.	.	.	40	82	17	74	59	84
RAD18	.	.	.	.	.	553	749	772	478	533	680
ENSG00000281863	.	.	.	.	.	0	0	0	0	0	0
ENSG00000199815	.	.	.	.	.	0	0	0	0	0	0
SRGAP3	.	.	.	.	.	28	9	14	3	6	2
SRGAP3-AS1	.	.	.	.	.	0	0	2	0	1	0
ENSG00000287623	.	.	.	.	.	0	0	0	0	0	0
SRGAP3-AS2	.	.	.	.	.	0	1	0	0	0	0
SRGAP3-AS3	.	.	.	.	.	0	0	0	0	0	0
SRGAP3-AS4	.	.	.	.	.	1	0	0	0	0	0
ENSG00000254485	.	.	.	.	.	0	0	0	0	0	0
PGAM1P4	.	.	.	.	.	0	1	1	2	0	0
THUMPD3-AS1	.	.	.	.	.	201	190	249	188	186	264
THUMPD3	.	.	.	.	.	705	687	750	674	766	686
ENSG00000296784	.	.	.	.	.	0	0	0	0	0	0
SETD5	.	.	.	.	.	1542	1339	1798	2030	2284	1996
LHFPL4	.	.	.	.	.	0	1	37	1	2	0
ENSG00000294449	.	.	.	.	.	0	0	0	0	0	0
DUSP5P2	.	.	.	.	.	0	0	0	0	0	0
MTMR14	.	.	.	.	.	396	458	518	468	585	399
ENSG00000287878	.	.	.	.	.	6	2	6	3	0	13
CPNE9	.	.	.	.	.	0	0	0	0	2	0
BRPF1	.	.	.	.	.	257	316	388	293	332	311
OGG1	.	.	.	.	.	133	138	217	140	179	157
CAMK1	.	.	.	.	.	17	13	41	25	31	29
TADA3	.	.	.	.	.	941	792	1364	1069	1314	977
ARPC4	.	.	.	.	.	814	826	1137	1278	1237	1466
ARPC4-TTLL3	.	.	.	.	.	0	0	0	0	1	0
TTLL3	.	.	.	.	.	61	31	52	48	57	76
ENSG00000269886	.	.	.	.	.	1	1	0	0	4	2
RPUSD3	.	.	.	.	.	181	156	208	167	258	214
ENSG00000308530	.	.	.	.	.	0	0	0	0	0	0
CIDEC	.	.	.	.	.	0	0	0	0	0	0
JAGN1	.	.	.	.	.	342	362	467	601	551	603
IL17RE	.	.	.	.	.	1	4	0	2	8	1
IL17RC	.	.	.	.	.	44	27	46	89	87	51
ENSG00000288550	.	.	.	.	.	0	0	0	0	0	0
RNU6-882P	.	.	.	.	.	0	0	0	0	1	2
CRELD1	.	.	.	.	.	10	8	2	11	11	9
PRRT3	.	.	.	.	.	125	34	86	67	101	113
PRRT3-AS1	.	.	.	.	.	2	0	3	0	3	2
ENSG00000269982	.	.	.	.	.	39	16	49	25	42	25
EMC3	.	.	.	.	.	858	716	771	926	999	887
ENSG00000291224	.	.	.	.	.	48	61	34	20	23	29
ENSG00000296845	.	.	.	.	.	0	0	0	0	0	0
EMC3-AS1	.	.	.	.	.	4	7	8	1	3	3
ENSG00000291078	.	.	.	.	.	91	73	70	43	75	63
CYCSP10	.	.	.	.	.	0	0	0	0	0	0
ENSG00000206567	.	.	.	.	.	71	48	67	38	63	41
CIDECP1	.	.	.	.	.	0	0	0	0	0	0
FANCD2	.	.	.	.	.	625	554	625	441	542	610
RNU6-670P	.	.	.	.	.	0	1	0	1	0	0
CYCSP11	.	.	.	.	.	0	0	0	1	0	0
FANCD2OS	.	.	.	.	.	2	2	1	0	0	0
BRK1	.	.	.	.	.	1311	1164	1578	1524	1569	1528
VHL	.	.	.	.	.	482	343	538	781	922	682
ENSG00000287086	.	.	.	.	.	0	0	0	0	0	0
IRAK2	.	.	.	.	.	403	621	633	210	128	268
TATDN2	.	.	.	.	.	310	265	419	327	328	314
ENSG00000289763	.	.	.	.	.	0	0	0	0	0	0
ENSG00000272410	.	.	.	.	.	0	0	0	0	0	0
LINC00852	.	.	.	.	.	13	6	2	10	9	0
GHRL	.	.	.	.	.	0	6	9	4	0	4
GHRLOS	.	.	.	.	.	18	14	26	2	12	11
ENSG00000276678	.	.	.	.	.	0	0	0	0	0	0
SEC13	.	.	.	.	.	1517	1372	2115	2025	2188	2555
ENSG00000307956	.	.	.	.	.	5	1	2	3	4	3
ATP2B2	.	.	.	.	.	1	4	2	2	0	0
MIR378B	.	.	.	.	.	0	0	0	0	0	0
MIR885	.	.	.	.	.	0	0	0	0	0	0
ATP2B2-IT1	.	.	.	.	.	0	0	0	0	0	0
ENSG00000300268	.	.	.	.	.	0	0	0	0	0	0
ATP2B2-IT2	.	.	.	.	.	0	0	0	0	0	0
ENSG00000307569	.	.	.	.	.	0	0	0	0	0	0
LINC00606	.	.	.	.	.	0	0	0	0	0	0
ENSG00000230599	.	.	.	.	.	0	0	0	0	0	0
SLC6A11	.	.	.	.	.	0	0	0	0	0	0
ENSG00000286962	.	.	.	.	.	0	4	0	0	0	0
SLC6A1	.	.	.	.	.	0	0	0	0	0	0
SLC6A1-AS1	.	.	.	.	.	0	0	0	0	0	0
ENSG00000287964	.	.	.	.	.	0	2	0	0	0	0
ENSG00000294078	.	.	.	.	.	0	0	0	0	0	0
HRH1	.	.	.	.	.	264	326	77	295	233	222
ENSG00000302544	.	.	.	.	.	2	0	0	0	0	0
ENSG00000302535	.	.	.	.	.	0	0	1	2	0	0
ENSG00000288969	.	.	.	.	.	2	0	2	1	4	0
ENSG00000285906	.	.	.	.	.	11	19	3	60	63	139
CHCHD4P4	.	.	.	.	.	0	1	0	0	1	2
ATG7	.	.	.	.	.	447	510	544	608	594	607
ENSG00000294152	.	.	.	.	.	0	0	0	2	0	0
RPL13AP27	.	.	.	.	.	0	0	0	0	0	0
ENSG00000235240	.	.	.	.	.	0	1	0	0	0	0
CSTBP1	.	.	.	.	.	0	0	0	0	0	0
VGLL4	.	.	.	.	.	242	226	467	755	928	649
ENSG00000271716	.	.	.	.	.	0	1	2	0	3	0
ENSG00000272483	.	.	.	.	.	4	0	0	3	0	1
TAMM41	.	.	.	.	.	139	158	138	101	143	140
FANCD2P2	.	.	.	.	.	4	3	8	3	3	5
CYCSP12	.	.	.	.	.	0	0	0	0	0	0
NUP210P2	.	.	.	.	.	0	0	0	0	0	0
MARK2P14	.	.	.	.	.	0	0	0	0	0	0
ENSG00000251038	.	.	.	.	.	0	0	0	0	0	0
RN7SL147P	.	.	.	.	.	0	0	0	0	0	0
SYN2	.	.	.	.	.	4	3	5	2	14	11
ACTG1P12	.	.	.	.	.	0	0	0	0	0	0
TIMP4	.	.	.	.	.	73	31	48	110	138	106
MTCO1P5	.	.	.	.	.	0	0	0	0	0	0
ENSG00000288952	.	.	.	.	.	0	0	0	0	0	0
GSTM5P1	.	.	.	.	.	0	0	0	0	0	0
PPARG	.	.	.	.	.	342	466	717	581	421	542
PFDN1P1	.	.	.	.	.	2	0	0	0	0	0
ENSG00000296333	.	.	.	.	.	1	0	0	0	0	2
ENSG00000297454	.	.	.	.	.	2	0	0	0	0	0
TSEN2	.	.	.	.	.	157	187	183	121	120	163
RNA5SP123	.	.	.	.	.	1	2	0	0	0	0
RNU6-377P	.	.	.	.	.	0	0	0	0	0	1
MKRN2OS	.	.	.	.	.	2	3	3	0	1	1
MKRN2	.	.	.	.	.	176	154	244	224	300	246
RAF1	.	.	.	.	.	778	805	986	814	923	894
ENSG00000290072	.	.	.	.	.	2	0	2	3	0	4
CRIP1P1	.	.	.	.	.	0	0	0	0	0	0
TMEM40	.	.	.	.	.	12	17	7	59	29	46
ENSG00000299942	.	.	.	.	.	0	0	0	0	0	0
ENSG00000301035	.	.	.	.	.	0	0	0	0	0	0
ENSG00000309784	.	.	.	.	.	0	0	0	0	0	0
KRT18P17	.	.	.	.	.	32	18	10	25	24	34
CAND2	.	.	.	.	.	40	28	25	42	65	65
ENSG00000289809	.	.	.	.	.	0	0	0	0	0	0
ENSG00000272263	.	.	.	.	.	6	8	5	5	9	5
RPL32	.	.	.	.	.	4831	5131	6436	7538	8585	9927
SNORA7A	.	.	.	.	.	0	0	0	0	0	0
IFT122P1	.	.	.	.	.	0	0	0	0	0	0
LINC02022	.	.	.	.	.	0	0	0	0	0	0
ENSG00000297536	.	.	.	.	.	0	0	0	0	0	0
ENSG00000297478	.	.	.	.	.	0	0	0	0	1	0
IQSEC1	.	.	.	.	.	151	123	179	769	995	264
ENSG00000297561	.	.	.	.	.	0	0	1	0	0	0
RPL39P17	.	.	.	.	.	0	0	0	0	0	0
ENSG00000297516	.	.	.	.	.	0	0	0	0	0	0
NUP210	.	.	.	.	.	59	88	163	140	40	11
ENSG00000306802	.	.	.	.	.	2	0	0	0	0	0
ENSG00000300747	.	.	.	.	.	0	0	0	1	0	0
ENSG00000238138	.	.	.	.	.	0	0	0	0	0	0
PRR3P1	.	.	.	.	.	0	0	0	0	0	0
HDAC11-AS1	.	.	.	.	.	1	0	0	1	0	0
HDAC11	.	.	.	.	.	78	40	32	32	48	34
ENSG00000298100	.	.	.	.	.	0	0	2	0	1	2
ENSG00000301901	.	.	.	.	.	0	0	0	0	0	0
FBLN2	.	.	.	.	.	3412	20	2	18	28	8
LINC00620	.	.	.	.	.	0	0	0	0	1	0
WNT7A	.	.	.	.	.	0	0	0	0	0	0
ENSG00000298052	.	.	.	.	.	0	0	4	0	0	0
VN1R20P	.	.	.	.	.	0	0	0	0	0	0
FGD5P1	.	.	.	.	.	0	0	0	0	0	0
TPRXL	.	.	.	.	.	13	18	24	46	35	25
ENSG00000287059	.	.	.	.	.	30	161	16	18	54	5
VN1R21P	.	.	.	.	.	0	2	0	2	0	0
CHCHD4	.	.	.	.	.	175	222	248	210	208	229
TMEM43	.	.	.	.	.	1420	1680	2216	1295	1669	1644
ENSG00000268279	.	.	.	.	.	4	2	0	0	1	0
ENSG00000290044	.	.	.	.	.	3	2	0	2	0	4
XPC-AS1	.	.	.	.	.	16	10	6	10	20	11
XPC	.	.	.	.	.	232	166	227	267	370	244
LSM3	.	.	.	.	.	813	742	776	749	910	798
ENSG00000296737	.	.	.	.	.	0	0	0	0	0	2
ENSG00000305583	.	.	.	.	.	0	0	0	0	0	0
ENSG00000305601	.	.	.	.	.	0	0	0	0	0	0
ENSG00000305562	.	.	.	.	.	0	0	0	0	0	0
ENSG00000255021	.	.	.	.	.	0	0	0	0	0	0
LINC01267	.	.	.	.	.	0	0	0	0	0	0
ENSG00000295035	.	.	.	.	.	0	0	0	0	0	0
ENSG00000295017	.	.	.	.	.	0	0	0	0	0	0
RNA5SP124	.	.	.	.	.	0	0	0	0	0	0
ENSG00000300791	.	.	.	.	.	1	0	0	2	0	0
SLC6A6	.	.	.	.	.	3860	915	1224	2847	2728	1124
ENSG00000300814	.	.	.	.	.	4	3	0	4	0	0
GRIP2	.	.	.	.	.	98	29	6	0	10	0
RNU6-905P	.	.	.	.	.	0	0	0	0	0	0
RHBDF1P1	.	.	.	.	.	0	0	0	0	0	0
ENSG00000298555	.	.	.	.	.	0	0	0	0	0	0
ENSG00000283392	.	.	.	.	.	0	0	0	0	0	0
LINC02922	.	.	.	.	.	1	1	1	0	0	0
CCDC174	.	.	.	.	.	151	164	169	138	153	137
C3orf20	.	.	.	.	.	1	2	1	0	1	1
ENSG00000230172	.	.	.	.	.	0	0	0	0	0	0
ENSG00000285969	.	.	.	.	.	0	0	0	0	0	0
LINC02011	.	.	.	.	.	0	0	0	0	0	0
FGD5	.	.	.	.	.	1	0	2	0	2	0
FGD5-AS1	.	.	.	.	.	1904	1351	2091	2209	2342	2349
NR2C2	.	.	.	.	.	164	169	222	197	243	165
MRPS25	.	.	.	.	.	118	90	77	113	88	112
ENSG00000289750	.	.	.	.	.	0	0	0	0	0	0
ENSG00000296046	.	.	.	.	.	4	4	4	0	5	1
RBSN	.	.	.	.	.	335	303	477	422	516	404
ENSG00000294422	.	.	.	.	.	0	0	0	0	0	0
ENSG00000290932	.	.	.	.	.	0	0	0	0	0	0
RPS24P10	.	.	.	.	.	0	0	0	0	0	0
RPS3AP53	.	.	.	.	.	0	0	0	0	0	0
COL6A4P1	.	.	.	.	.	0	0	0	0	0	0
CAPN7	.	.	.	.	.	849	821	1253	1087	1466	1160
SH3BP5-AS1	.	.	.	.	.	21	17	25	15	48	36
SH3BP5	.	.	.	.	.	20	23	29	67	87	65
RNU6-454P	.	.	.	.	.	0	0	0	0	0	0
HMGN2P7	.	.	.	.	.	0	2	1	1	2	2
METTL6	.	.	.	.	.	346	313	367	337	429	346
EAF1	.	.	.	.	.	399	438	481	395	528	449
RNU6-1024P	.	.	.	.	.	0	2	1	0	0	0
EAF1-AS1	.	.	.	.	.	2	3	4	3	1	2
ENSG00000293553	.	.	.	.	.	0	0	0	0	0	0
COLQ	.	.	.	.	.	3	8	5	12	3	6
MIR4270	.	.	.	.	.	0	0	0	0	0	0
ENSG00000288077	.	.	.	.	.	0	0	0	0	0	0
RN7SL110P	.	.	.	.	.	1	0	0	0	0	0
HACL1	.	.	.	.	.	163	177	292	276	246	345
BTD	.	.	.	.	.	531	362	670	869	1088	756
ENSG00000294157	.	.	.	.	.	2	0	0	0	0	0
ANKRD28	.	.	.	.	.	1279	1586	1848	2279	3106	2088
MIR3134	.	.	.	.	.	0	0	0	2	0	0
ENSG00000279465	.	.	.	.	.	0	0	1	1	0	0
ENSG00000270409	.	.	.	.	.	2	0	2	0	0	0
ENSG00000290787	.	.	.	.	.	1	0	2	0	0	0
RN7SL4P	.	.	.	.	.	536	506	648	1336	1024	1254
ENSG00000304761	.	.	.	.	.	0	0	3	0	0	0
ENSG00000287042	.	.	.	.	.	4	6	7	0	2	5
MIR563	.	.	.	.	.	0	1	0	0	0	0
IMPDH1P8	.	.	.	.	.	1	0	0	0	0	0
ENSG00000286689	.	.	.	.	.	1	1	1	4	1	2
ENSG00000297376	.	.	.	.	.	0	0	5	0	1	0
GALNT15	.	.	.	.	.	29	25	46	29	22	14
ENSG00000285654	.	.	.	.	.	0	0	0	0	0	0
DPH3	.	.	.	.	.	778	904	1228	800	695	924
OXNAD1	.	.	.	.	.	233	272	299	237	280	327
THAP5P2	.	.	.	.	.	3	2	6	1	2	1
RFTN1	.	.	.	.	.	945	498	943	2519	2496	1833
ENSG00000271964	.	.	.	.	.	7	0	6	7	7	6
ENSG00000272498	.	.	.	.	.	4	6	3	1	2	5
ENSG00000272529	.	.	.	.	.	4	2	3	1	4	3
ENSG00000287377	.	.	.	.	.	3	1	1	0	3	2
ENSG00000288050	.	.	.	.	.	1	0	4	1	0	2
ENSG00000297918	.	.	.	.	.	3	5	2	0	3	5
ENSG00000293841	.	.	.	.	.	0	0	0	0	0	0
LINC00690	.	.	.	.	.	0	1	0	0	0	0
DAZL	.	.	.	.	.	0	0	2	0	0	0
ENSG00000229271	.	.	.	.	.	0	0	0	0	0	0
CDYLP1	.	.	.	.	.	0	0	0	0	0	0
ENSG00000303350	.	.	.	.	.	0	0	0	0	0	0
PLCL2	.	.	.	.	.	67	95	242	189	280	127
ENSG00000299166	.	.	.	.	.	0	0	0	1	0	0
MIR3714	.	.	.	.	.	0	0	0	0	0	0
PLCL2-AS1	.	.	.	.	.	0	0	0	0	0	0
ENSG00000305017	.	.	.	.	.	0	0	0	0	0	0
ENSG00000294551	.	.	.	.	.	0	0	0	0	0	0
ENSG00000285731	.	.	.	.	.	10	0	4	0	0	1
TBC1D5	.	.	.	.	.	2111	1327	2069	2013	2547	1827
RBISP6	.	.	.	.	.	4	0	0	0	0	0
RPL31P19	.	.	.	.	.	2	0	0	1	1	0
RNU7-10P	.	.	.	.	.	0	0	0	0	0	0
NPEPPSP2	.	.	.	.	.	2	0	0	0	0	0
ENSG00000286352	.	.	.	.	.	0	0	1	0	0	0
BALR6	.	.	.	.	.	0	0	0	0	0	0
PP1P	.	.	.	.	.	12	21	17	13	15	9
PDCL3P3	.	.	.	.	.	0	0	0	0	0	0
ENSG00000226238	.	.	.	.	.	0	0	0	0	0	0
ENSG00000301777	.	.	.	.	.	0	0	0	0	0	0
ENSG00000299156	.	.	.	.	.	0	0	0	0	0	0
ENSG00000299172	.	.	.	.	.	0	0	0	0	0	0
SATB1	.	.	.	.	.	216	135	340	440	527	257
ENSG00000272477	.	.	.	.	.	0	0	0	0	2	0
SATB1-AS1	.	.	.	.	.	3	2	9	0	6	2
RAD23BP1	.	.	.	.	.	0	0	0	0	0	0
ENSG00000300960	.	.	.	.	.	0	0	0	0	0	0
ENSG00000300901	.	.	.	.	.	0	0	0	0	0	0
RNU6-138P	.	.	.	.	.	0	0	0	0	0	0
ENSG00000300934	.	.	.	.	.	0	0	0	0	0	0
ENSG00000294934	.	.	.	.	.	0	0	0	0	0	0
KCNH8	.	.	.	.	.	0	0	4	0	0	0
MIR4791	.	.	.	.	.	0	0	0	0	0	0
ENSG00000287069	.	.	.	.	.	0	0	0	0	0	0
ENSG00000305380	.	.	.	.	.	0	0	0	0	0	0
EFHB	.	.	.	.	.	14	9	5	23	46	17
ENSG00000309451	.	.	.	.	.	0	0	0	0	0	0
HSPA8P18	.	.	.	.	.	4	3	0	0	3	0
RAB5A	.	.	.	.	.	995	1208	1622	1392	1634	1306
ENSG00000289138	.	.	.	.	.	21	26	48	39	40	31
PP2D1	.	.	.	.	.	12	13	8	5	15	6
RNU4-85P	.	.	.	.	.	0	0	0	0	0	0
SAP18P3	.	.	.	.	.	0	0	0	0	0	0
RPL39P18	.	.	.	.	.	0	1	0	0	0	0
KAT2B	.	.	.	.	.	445	316	544	490	574	386
MIR3135A	.	.	.	.	.	0	0	0	0	0	0
SGO1	.	.	.	.	.	386	402	354	298	334	347
SGO1-AS1	.	.	.	.	.	22	25	4	43	14	4
RNU6-822P	.	.	.	.	.	0	0	0	0	0	0
ENSG00000296099	.	.	.	.	.	0	0	0	0	0	0
ENSG00000261734	.	.	.	.	.	0	0	0	0	0	0
RNU6-815P	.	.	.	.	.	0	0	0	0	0	0
ENSG00000282987	.	.	.	.	.	3	1	0	0	2	0
ENSG00000294894	.	.	.	.	.	0	0	0	0	0	0
VENTXP7	.	.	.	.	.	0	0	0	0	0	0
ZNF385D	.	.	.	.	.	9	5	32	18	26	14
ENSG00000300833	.	.	.	.	.	0	0	0	0	0	0
ZNF385D-AS1	.	.	.	.	.	0	0	0	0	0	0
ENSG00000300859	.	.	.	.	.	0	0	4	2	0	0
ZNF385D-AS2	.	.	.	.	.	0	0	0	0	0	0
ENSG00000293339	.	.	.	.	.	33	24	24	72	69	63
HMGB1P5	.	.	.	.	.	0	0	0	0	0	0
ENSG00000301888	.	.	.	.	.	0	0	0	0	0	0
FCRL4P1	.	.	.	.	.	0	0	0	0	0	0
RRBP1P2	.	.	.	.	.	0	0	0	0	0	0
RANP7	.	.	.	.	.	0	0	0	0	0	0
SALL4P5	.	.	.	.	.	0	0	0	0	0	0
RPL24P7	.	.	.	.	.	0	0	0	0	0	0
UBE2E2-DT	.	.	.	.	.	0	0	0	0	0	0
UBE2E2	.	.	.	.	.	95	342	340	266	252	245
C11orf98P3	.	.	.	.	.	0	0	0	0	0	0
ENSG00000297511	.	.	.	.	.	1	0	0	0	0	0
RNU6-922P	.	.	.	.	.	0	0	0	0	0	0
RNU6-788P	.	.	.	.	.	0	0	0	0	0	0
ENSG00000299938	.	.	.	.	.	0	0	0	0	0	1
ENSG00000307811	.	.	.	.	.	0	0	0	0	0	0
UBE2E1-AS1	.	.	.	.	.	0	0	4	0	1	4
UBE2E1	.	.	.	.	.	322	340	535	559	626	636
ARL4AP4	.	.	.	.	.	2	1	0	0	0	2
NKIRAS1	.	.	.	.	.	274	261	350	256	327	228
RPL15	.	.	.	.	.	8557	7682	11123	14073	15414	15647
NR1D2	.	.	.	.	.	1820	1714	1738	2177	2562	1521
ENSG00000308941	.	.	.	.	.	0	0	0	0	0	0
LINC00691	.	.	.	.	.	2	2	0	0	0	0
NPM1P23	.	.	.	.	.	0	0	0	0	0	0
THRB	.	.	.	.	.	315	80	47	273	347	99
THRB-AS2	.	.	.	.	.	4	4	2	2	6	0
RPL31P20	.	.	.	.	.	1	0	0	0	0	0
THRB-IT1	.	.	.	.	.	9	3	0	4	2	0
THRB-AS1	.	.	.	.	.	2	1	1	2	2	4
ENSG00000272554	.	.	.	.	.	1	0	0	0	0	0
ENSG00000265028	.	.	.	.	.	0	0	0	0	0	0
EIF3KP2	.	.	.	.	.	0	0	0	0	0	0
RARB	.	.	.	.	.	460	594	1238	639	844	481
RN7SL216P	.	.	.	.	.	0	0	0	0	0	0
RNA5SP125	.	.	.	.	.	0	0	0	0	0	0
ENSG00000307185	.	.	.	.	.	0	0	0	0	0	0
CFL1P7	.	.	.	.	.	0	0	0	0	0	0
RNA5SP126	.	.	.	.	.	0	0	0	0	0	0
RARB-AS1	.	.	.	.	.	0	0	0	0	0	0
H3P10	.	.	.	.	.	1	0	5	0	2	0
ENSG00000272166	.	.	.	.	.	0	0	0	0	0	0
TOP2B	.	.	.	.	.	2516	1727	3581	3737	4855	3451
ENSG00000275227	.	.	.	.	.	0	0	0	0	0	0
MIR4442	.	.	.	.	.	0	0	0	0	0	0
CRIP1P2	.	.	.	.	.	0	0	0	0	0	0
NGLY1	.	.	.	.	.	340	433	602	506	727	598
RPL32P11	.	.	.	.	.	3	2	2	0	1	0
TAF9BP1	.	.	.	.	.	2	4	2	2	2	0
OXSM	.	.	.	.	.	52	69	81	81	89	118
ENSG00000306894	.	.	.	.	.	0	0	0	0	0	0
ENSG00000296131	.	.	.	.	.	0	0	0	0	0	0
LINC00692	.	.	.	.	.	0	0	0	0	0	0
ENSG00000307904	.	.	.	.	.	0	0	0	0	0	0
RPEP2	.	.	.	.	.	0	0	0	0	0	0
